내용,판단 결과,추천수
반성문쓰고 감형받을까봐서 판새 못 믿겠다. 반성 안하고 최고형 받아서 다행.,0,1
재판장에서 즙 좀 짜면 형량 작게 나올테고 그러면 빨리 나가서 돈 쓸 생각에 신나겠지.,0,0
빽없고 국민이 관심많이 가지면 높은형량 빽 많고 사회지위있으면 솜방맹이 그뤠잇,0,8
그치 교도소에서도 돈이 필요 하니까 ...무기징역이면 몇년못가서 법자가 될수도 있으니...,0,0
무기징역이면 영치금이 많이 필요할거야...마지막 발악이자 헛된 바램일뿐....,1,1
아니 무기 징역인데 보험금 받아서 언제 쓸건지.....,1,1
왜 사형이 아니라 무기징역입니까,0,1
정신 못차린게 저들뿐이겠는가!서면돌려차기사건의 그놈.판사가12년만때린정신나간판사놈!표예림가해자4인방!나라팔아먹은매국노 부부!참 속디비지는세상이네,0,0
무기징역이 8억 가져서 모할라꼬?,1,2
무기징역 확정인가요?,1,0
무기징역인데 8억 받아서 뭐하려고ㅋㅋ,0,0
왜 조현수는 징역30년 ? 조현수도 사회와 완전격리시켜야지,0,1
죄는 거기에 맞게 처분하고 보험금은 기준에 지급하는게 맞다. 전두환에 비하면 무기징역은 너무 무겁다.,0,0
사람도 아닌걸 살려두는 대한민국 법원 및 판사,1,287
"이미 범죄가 입증되어 1,2심에서 무기징역까지 받았는데도 받을 수 없는 보험금 8억에 저렇게 집착하는거 보면 아직 잡히지 않은 일당이 밖에 있는거 아닌지 경찰이 더 꼼꼼히 수사해 봐야 한다.",1,231
미국처럼 징역 100년이상 때려버려라,0,147
저런여자가 아직도 뉘우침없이 보험금소송을하다니 참 어이가없다 대한민국에 사형제도가없어니 무기징역 50년 때려라,0,2
어떤 감성팔이를 하더라도 대법원 판결은 끝까지 무기징역이길 바랍니다. 보다시피 교화 가능성도 뉘우침도 전혀없습니다,0,12
딱 썩은곳에 기생하는 구더기수준. 존재 할 가치가 없다. 사형때리고 제발 집행 좀 해. 멀쩡한 장기라도 떼서 아픈사람들한테 이식해주면 제대로 살사람 살리는게 그나마 합리적인 방법아니냐? 스스로 인간이길 포기한것들 재활용조차 안되는 저런거 밥먹이고 재우라고 세금 축내는게 무슨 의미가 있는데? 인권? 적용하려면 남을 해치지는 말아야지. 막말로 무기징역이든 사형이든 그게 처벌이냐?,0,9
징역 300년 내려라 저런 것도 사람이라고 나랏밥 주냐,0,5
사형이 없어지긴 했지만 이런일 접할때 마다 국민들 사형이다 사형이다 외처도 법앞에선 우리네 국민은 속수무책 일수밖 에 없군요 무기징역보다 사형을 내려주셍요 무기징역은 수년살다보면 모범수니 어쩌니 하고 나올수있지만 죽일수없는 사형을 내려주시면 가석방없는 감옥에서 죽을수 있게끔 ᆢ국민의 세금으로 삼시세끼 처드시겠지만요,0,5
무죄주장을 가중처벌해서 무기징역 나와야하는데... 저것들이 사회다시나온다고 제대로 살겠어? 또 선량한사람인생에 칼을꽂고 빨대를 꽂을텐데..,0,2
무기징역 해야합니다 저런게 아오면 또다른 사람이 당할수 있다,0,1
보험금? 징역 8년 더 늘려야 한다고 본다,0,18
절대 징역형을 끝까지 살게 해야 한다 인간이 아니다,0,0
돈도 못 받게 해야하고 무기징역도 확정돼야 하고 인생에 절망이란 절망은 다 줘야됨,0,0
사면 특사나 감형없는 무기징역을 대법원에서 내려주면 좋겠다,0,0
그나마 언론에 알려져서 전 국민의 공범을 샀기에 감형이 없는거지... 언론에 알려지지 않았더라면 2~3년형?....어쩌면 집행유예까지도 가능했을거다. 판사들이 누가 보지 않으면 무조건 감형한다. 그래야 자신들이 나중 변호사가 되었을때 감형하는 관행으로 부자가 되는걸 방해 받지 않기 때문이다.,0,1
반성문 찢어 버리고 형량을 더 올려야 하는거 아니냐 ?,0,10
와~~~~절대 사면없는 무기징역에 쳐해야하는것 아닌가요? 해도해도 너무하네요 인면수심!,0,1
만약 판사나 판사 아들이 피해자였다면 검찰 무기 구형하고 법원이 무기로 판결할 수있을까,1,5
얘는 진짜 역대급이네 ㅋㅋㅋ 무기징역받고 평생못나올텐데 그안에서도 돈돈 거리고있네 ㅋㅋㅋㅋㅋ 진짜 레알 ㅋㅋㅋㅋ,0,4
"어이없내,, 연쇄살인범도 구치소에서 잘살고있는데,, 1명살해한거가지고 무기징역은 과하다,,",1,2
아이고 저와중에 또무슨 보험금이야ㅠ 무기징역인판국에ㅠ 우리같음 돈이생각이날정신이나있을련지ㅠ세상은 요지경 요지경속이다아,1,1
근데 이딴건 무기징역과 30년인데 왜 그냥 우발적 살인이든 그냥 살인이든 저것보다 형랴이 낮은걸까 무족건 사람을. 죽이면 저따위로 형량 먹여야 되는거 아닌가?,0,1
800원줘라 판사님️ 진짜 돌아이다 손을 쓸수가 없군,1,0
무기징역 이면 평생 감옥에서 보낼텐데 돈이 필요하냐,0,1
왜 무기징역이지 사형떄려도 ㅈㄴ 화나는데 그래도 유가족분들이 무기징역으로 만족하신다고 하셧는데 ... 저런 강력범죄자들한데 세금이 낭비 된다는게 좀 ...,0,0
이은해는 잘못이없습니다. 인간도 아닌것들이 이렇게할수있도록 사형시키지않는 판사들이 문제지,0,0
무기징역으로 되겠냐 이 기회에 사형제도 부활하자,0,2
뻔뻔하게 남편 죽인 여자가 무슨 보험금을 달라고 합니까? 무기징역 말고서 사형 시켜야죠. 빨랑.,0,0
아직 정신못차렸네 무기징역으로 생명연장 시켜주니까 과분한줄 모르고 날뛰네요 그냥 형 집행 시키는게 맞다고 생각합니다 피해자께서는 시린 계곡물이 폐에 차고 숨이 막히는 고통속에 가셨고 그 유가족분들은 앞으로 남은 살날을 그 시간속에 고통스러운 기억과 함께 피눈물로 살아갈텐데 가해자들에게 너무 살기 좋은 이 나라의 솜방망이 처벌들을 보면서 국민이 무슨 귀감을 느끼고 정의롭게 살아가나요 정의가 바로 서지않은 국가의 미래는 없습니다.,0,0
무기징역 해봐야 20년지나면 가석방대상이라 저렇게 돈욕심 부리는거. 사람죽이면 사형좀 선고하고 집행해라 세금 일년에 몇천씩 범죄자들 먹이고 재우는게 말이되냐,0,0
형량이 우수우니까 저게 가능한거지 걍 예전처럼 줘 패고 사형 있었으면 저런 소리 하지도 못함,0,1
와 사람이 아니네 항소심으로 어떻게든 형량 줄일려고 하네,1,1
당연하죠 재판장님 올바른판단 그런대로 만족합니다,1,0
용납 못하는범죄다 그러면서 사형아닌 무기징역,0,0
"1심의 무기징역 판결은 매우 잘못되었다. 본 항소심에서 1심의 무기징역 판결을 무효화 하고, 사형에 처한다!!!!",1,0
1심이고 2심이고 최종 판결 받으면 평생 감옥에서 살던데 8억원은 왜필요하심? 감옥에서 편한게 살려고 그런가 참...,0,0
일반인이.봐도 가스라이팅이 보인는데? 판사는 그게 안보인다는거??사람들 관심에따라 판결이 달라지는 마법-! 8억에 집착하는거 보면 언젠간 자기는 사회로 나갈수있다는 희망?을 가진거야? 아닌 당연히 나올수있다고 여기는 거야??,0,0
무기징역으로 살아도 20년 살면서 모범수되면 가석방될수도..그점을 노려서 돈받아먹을려하는듯...,0,1
근데 보험금 수령 대상자는 사람으로 해야 하지 않나요? 물론 충견들도 간혹 받긴 하는데... 무기징역 받은 살인마 쓰레기도 받을 수 있는지 궁금하네요.,0,0
저거 아직도 반성 안했네 무기징역 말고 사형수로 가자.,0,2
피해자는 죽고 용서는 판사가하고,0,0
판사녀석 여론 의식하고 형평성 없는 판결하는거 보소 국회의원이나 높으신분들이 저지를 범죄는 형량도 적은데 일반시민은 막 조지는거 봐라,0,0
가스라이팅을 공소장에 쓴 검사는 제정신인가 ㅋㅋㅋ,0,0
사형했으면 판사님 ㅠ 이론비인간 지옥이나,1,0
음주운전 살인도 똑같음 ㅋ 음주운전 처벌도 무기징역으로 바꿔 벌금내고 또 음주운전하고 ㅋ 대한민국 판검사 ㄹㅈㄷ 지들이해도 싸게 빠져나올라고 법안바꾸는 클라스,0,0
무기징역은 언젠가 나오는데..사형을 선고햇어야지,0,0
살인이 무기징역인데 피해자는 고인이 되는 나라 대한민국,0,0
와우 세금으로 징역형 살리지마라,0,0
헐~~ 싸이코는 달라. 뭘 달라고? 감형이 있기에 이런 소리가 나오지 왜 우리나라는 감형없는 무기가 없냐고 지금 그러니까. 저런 것들이 숨을 쉬잔어 지랄~,0,1
보험금 8억원어치 형량을 늘려달라는 말을 잘못 한거지?,0,0
무기징역 아님? 나올일이 없는데 돈이 필요한가 보네 안에서 사식 사먹을 정도 있으면 될텐데,1,0
가석방 없는 무기징역으로해야지 재책감 없다,0,0
법원에 공부만 잘하는 돌머리들의 판결이 세상을 ..,1,0
"김앤장변호사중 판사출신썼음 ,,형량도 줄었을텐데,우리나라가 그런나라쥐~",0,0
사형은 감형이없나? 절반만 죽이는? 팔을 자른다든지 발을 자른다든지 죽이긴 싫어하니까말야,0,1
보험사기로 무기징역 받았는데 민사 거는 바보는 뭐야 ㅋㅋ,0,1
미국거주분들 저정도 강력사건과 죄질이면 미국법으로 형량 얼마나옴?,0,0
일단 그나마 무기징역이라 다행이다 어차피 이나라는 사형없으니 이게 최대임,0,0
고문해가면서 징역살이해야지,1,0
이미 예전부터 소송중이었고 옥중에서도 이어진거겠지 옥중에서도 이렇게 내보내면 오해의 요지가 있다. 그리고 사실상 소송중이지만 지네 판결을 저렇게 받았으면 소송을 빨리 접었어야지. 뭐한다고 붙잡고 있나... 이미 판결이 난거나 마찬가지지,1,4
믜기징역인데 굳이 남편 사망보험금 8억을 받겠다고 악을 써네.보험사?만만하게 봤다간~절대 안준다.무기징역인데 8억 받아서 뭐하냐?애인 조현수는 30년이란다.,0,5
사형시켜야지 무기징역이 뭐냐?,0,5
이래서 흉악범은 무기징역도 가석방 없는 무기징역을 때려야 한다.,0,1
앞으로 30년은 이상은 징역을 살아야 하는데 영치금이 필요한거지..누가 영치금 넣어줄 사람도 없으니 그거라도 있어야 병신 취급 안하지ㅋㅋ,0,0
감옥에서 돈을? 달라고?... 인생 무기징역 쫑!났는데 돈을 달라고? 그돈! 감옥에서 어디다 쓰게요... 화장지 대용?...,0,0
은해소리만드러도 내가아는곳이라면쇠망치로한방죽여가족생각하면 판사님가족라생각해사형 사형보다더뭇ㅓ운것있어요바로나 만날수만있다면 가족에한풀이내가새줄건뎌,0,0
무기징역인데 돈쓸일이 있겠냐?,1,1
나쁜것 죽여 남편.하지마 남편이라생각하면 배배로족여 그래야내가분풀려조그아도살것같이법만아니며래가죽여 내분노가미쳐버릴것그냥죽여 무슨법 죽여그냥국이라고 은해흥 죽여법이건아니야 판검사안할겨 죽여,0,0
무기징역인대 얼굴왜가려? 살인죄는 돈으로도 모범수로도 석방이 불가능한대?,1,0
무기징역인데 8억을 달라는게 ㅋㅋㅋㅋㅋ 물론 말만 무기징역이지만 한 10년안에 출소하긴함,0,0
"무죄 판결을 받아낼 자신이 있는 것인가?! 8억에 대한 집착, 대단하다~ 평생 감옥 안에 있으면 돈이 무슨 소용~ 최종 무기징역 확정 받아야 현타 좀 올려나~ 빌라왕, 건축왕 이런 애들도 무기징역 판결 좀 내리지~ 8년 때리고 장난하냐???",0,0
보험금 수령해서 좋은변호사 사서 감형하려고 최악의 발악하는거다 어차피 안되겠지만 평생 교도소에서 살다가 60대후반쯤 할머니되서 나오는건 기정사실임,0,0
잘했다 판사님들.,1,89
"근데 1심이 만족했을지언정 가해자들이 항소하는 한 2심과 대법원 판결이 남아있습니다. 부디 2심과 대법원 판결도 무기징역, 징역30년 형이 계속 유지되거나 그 이상의 형벌로 판결받길 기도하며 더 이상 피해자와 유가족들의 눈물과 원통함으로 점칠된 대한민국이 되지 않기를 바라며 법치주의와 권선징악의 판결이 많이 나오길 바랍니다. 🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷🇰🇷",0,72
최고의 판결이십니다 ᆢ 맞아요 죽을때까지 시도했을게 분명합니다,0,11
법원에서 정말 공정한 판결이다.,1,5
사형제 부활시켜라 살인마들은 징역도 아깝다,0,5
자유민주주의 국가에서도 이런 어이없는 판결을 하는 후진성을 지닌 국가가 존재한다고는 상상도 하지 못할 일이라고 생각합니다.,0,4
인간이기를 포기한자 무기징역도 가벼운 형량이다,0,44
정확합니다 죽을때까지 살인시도했을것이 팩트죠 그래도 법이 가벼운 한국판결 치곤 이번 판결결과는 매우 만족할 결과입니다 조금이나마 고인과 유가족에 고통과 슬픔이 치유되길 빕니다,1,6
"악랄한 짓을 또한, 살인까지 하고도 반성도 없는 이은해와 조현수 감헝없는 무기징역에 처해지길 바랍니다",0,6
역시 힘없는 사람에게는 공정한 판결이 나오는 구나,0,24
검찰출신 윤석열 하나 잘 뽑아서 이리 좋은 판결이 나온겁니다. 윤석열 대통령에게 항상 감사하는 마음을 가지십시오. 이래서 대통령을 잘 뽑아야한다는 걸 새삼 느끼게 된 판결이었습니다.,1,11
